4,-201
1516,-192,15688,-481,-97,-208
1284,-216,15604,-481,-139,-211
1364,-68,15624,-475,-166,-207
1352,-48,15644,-474,-131,-210
1256,-116,15644,-473,-117,-224
1188,-144,15588,-490,-131,-205
1328,28,15640,-484,-162,-208
1208,-188,15620,-487,-148,-210
1396,-72,15568,-476,-146,-187
1240,-112,15684,-473,-132,-215
1332,-52,15672,-484,-134,-215
1292,-112,15708,-471,-151,-217
1304,-80,15736,-474,-121,-193
1336,-140,15744,-525,-105,-201
1328,-148,15716,-513,-152,-199
1324,-136,15576,-466,-134,-198
1216,-156,15784,-471,-138,-209
1236,-120,15696,-471,-140,-218
1208,-140,15892,-464,-153,-191
1460,-96,15772,-471,-159,-212
1216,-44,15632,-479,-114,-217
1188,-88,15620,-481,-139,-202
1300,-256,15816,-482,-119,-196
1344,-60,15636,-468,-131,-223
1288,-168,15620,-476,-149,-205
1320,-140,15668,-477,-152,-195
1260,-124,15620,-464,-144,-212
1288,-228,15712,-487,-157,-184
1304,8,15456,-450,-166,-191
1356,-172,15676,-446,-133,-218
1296,-176,15592,-448,-149,-209
1276,-148,15616,-453,-114,-193
1380,-72,15532,-513,-157,-205
1296,-164,15576,-468,-151,-203
1300,-52,15580,-471,-140,-215
1316,-112,15712,-464,-111,-198
1380,-20,15584,-480,-124,-196
1348,-156,15652,-459,-168,-192
1352,-200,15624,-483,-128,-208
1368,-140,15572,-478,-116,-204
1204,-216,15684,-471,-133,-211
1296,-148,15788,-463,-163,-220
1416,-148,15636,-489,-168,-202
1324,-184,15520,-489,-151,-206
1304,-84,15716,-474,-129,-211
1252,-220,15632,-484,-158,-195
1264,-152,15736,-473,-161,-204
1300,-32,15600,-474,-140,-198
1152,-88,15536,-456,-120,-218
1372,-88,15468,-467,-131,-210
